student_email,job_id,selected
thomas.kapadia0@example.com,4,True
ekaraj.uppal1@example.com,1,True
aadhya.zachariah2@example.com,3,False
samarth.grewal3@example.com,4,True
gayathri.shan4@example.com,3,False
janya.maharaj5@example.com,5,True
keya.dey6@example.com,2,True
yashvi.nadkarni7@example.com,2,True
faris.doshi8@example.com,1,False
liam.atwal9@example.com,4,False
ansh.murty10@example.com,1,False
pooja.divan11@example.com,1,True
chanakya.lala12@example.com,5,False
ubika.kumer13@example.com,3,False
anthony.mukhopadhyay14@example.com,4,True
rehaan.krishnamurthy15@example.com,4,True
isaac.lad16@example.com,3,True
charita.mutti17@example.com,3,False
yuvraj.modi18@example.com,5,True
upkaar.devan19@example.com,2,False
indira.seth20@example.com,1,False
waida.doshi21@example.com,1,True
panini.konda22@example.com,2,False
sathvik.rao23@example.com,5,True
oscar.karpe24@example.com,2,False
agastya.suresh25@example.com,2,False
umang.dani26@example.com,4,False
mohammed.parsa27@example.com,2,True
vasudha.lalla28@example.com,2,True
siya.patla29@example.com,3,False
leela.master30@example.com,1,False
omkaar.vora31@example.com,1,False
manbir.mitra32@example.com,4,True
brijesh.nagy33@example.com,1,False
akshay.sur34@example.com,1,True
ryan.tank35@example.com,3,True
geetika.merchant36@example.com,3,False
abhimanyu.gara37@example.com,2,True
ubika.gola38@example.com,1,False
harrison.dugar39@example.com,3,True
saumya.gour40@example.com,4,False
hema.hayre41@example.com,2,False
lipika.parsa42@example.com,1,True
aarush.sur43@example.com,5,True
baljiwan.goswami44@example.com,1,True
vedhika.banik45@example.com,5,True
ayaan.chahal46@example.com,4,False
hemani.rout47@example.com,3,True
michael.dara48@example.com,1,True
jairaj.rajan49@example.com,3,True
chanakya.bhardwaj50@example.com,3,False
ekalinga.contractor51@example.com,5,False
ethan.balasubramanian52@example.com,4,True
zayyan.sur53@example.com,2,False
pallavi.prabhakar54@example.com,1,False
wazir.deshpande55@example.com,5,True
ojas.mannan56@example.com,3,True
indali.dave57@example.com,2,True
amara.sarin58@example.com,4,False
hardik.kota59@example.com,3,True
onkar.bhavsar60@example.com,5,False
siddharth.barad61@example.com,2,False
bhavika.radhakrishnan62@example.com,2,True
ethan.gala63@example.com,5,True
bimala.suresh64@example.com,2,True
chanchal.manda65@example.com,1,True
gaurangi.banerjee66@example.com,2,True
aashi.nayak67@example.com,1,False
eta.mander68@example.com,5,False
ayush.jani69@example.com,4,False
chavvi.kade70@example.com,2,False
veda.brar71@example.com,3,True
arjun.bandi72@example.com,5,False
varenya.prabhakar73@example.com,4,False
tanish.kaul74@example.com,4,False
tamanna.bhat75@example.com,2,True
chameli.parmer76@example.com,1,True
ganga.bava77@example.com,2,True
balendra.raman78@example.com,3,True
rehaan.khurana79@example.com,3,True
darika.taneja80@example.com,2,True
timothy.kala81@example.com,1,True
vinaya.wason82@example.com,3,False
turvi.borde83@example.com,2,False
henry.gopal84@example.com,4,True
sai.prabhu85@example.com,2,False
victor.upadhyay86@example.com,2,False
falan.dalal87@example.com,5,True
neelima.datta88@example.com,4,False
oeshi.pathak89@example.com,2,False
chanchal.dora90@example.com,3,True
finn.master91@example.com,2,True
timothy.kaul92@example.com,2,False
wyatt.batra93@example.com,1,True
chaaya.shenoy94@example.com,2,False
lopa.parmer95@example.com,1,True
matthew.raju96@example.com,4,False
abdul.upadhyay97@example.com,2,False
abhiram.wadhwa98@example.com,3,False
ubika.sankaran99@example.com,3,True
ekiya.jhaveri100@example.com,4,True
yasti.krish101@example.com,2,False
anita.dhillon102@example.com,2,True
hema.rastogi103@example.com,1,True
suhani.dutt104@example.com,3,True
gautam.kari105@example.com,5,True
eta.prabhu106@example.com,2,False
avni.sinha107@example.com,2,True
onveer.hayer108@example.com,3,False
praneel.ganesan109@example.com,2,False
rudra.kala110@example.com,5,False
hardik.buch111@example.com,2,True
irya.wadhwa112@example.com,2,True
xiti.vora113@example.com,4,False
divya.sridhar114@example.com,4,True
gunbir.dyal115@example.com,3,True
warinder.kant116@example.com,3,False
chanakya.batra117@example.com,3,False
ayushman.bhatia118@example.com,3,False
mohammed.sachdeva119@example.com,1,True
chanchal.acharya120@example.com,4,False
dayita.bhalla121@example.com,5,False
krisha.apte122@example.com,2,False
radhika.nair123@example.com,1,False
agastya.padmanabhan124@example.com,1,True
pratyush.kalita125@example.com,3,False
pranav.jain126@example.com,2,False
urvashi.bansal127@example.com,4,False
indali.bains128@example.com,4,False
anusha.anne129@example.com,1,True
pushti.jha130@example.com,3,True
anmol.narasimhan131@example.com,3,False
ryan.dhar132@example.com,1,False
brinda.dara133@example.com,5,False
divya.salvi134@example.com,3,True
farhan.comar135@example.com,2,True
lajita.minhas136@example.com,2,True
widisha.gole137@example.com,3,False
rehaan.padmanabhan138@example.com,4,False
eta.magar139@example.com,5,True
sanaya.khurana140@example.com,4,True
panini.parmar141@example.com,2,True
vaishnavi.kala142@example.com,3,True
bhavini.nagy143@example.com,2,True
bhavika.banik144@example.com,5,True
xalak.madan145@example.com,1,False
gayathri.bose146@example.com,3,True
dipta.khanna147@example.com,1,True
nilima.merchant148@example.com,2,True
viraj.sama149@example.com,1,False
chaitanya.basu150@example.com,3,True
ojasvi.dugar151@example.com,3,True
champak.padmanabhan152@example.com,1,False
vihaan.balay153@example.com,3,False
darpan.mutti154@example.com,5,True
zinal.trivedi155@example.com,4,True
lakshit.kadakia156@example.com,2,False
yauvani.chaudhry157@example.com,1,True
aarna.patla158@example.com,4,False
keya.natarajan159@example.com,2,True
forum.bala160@example.com,3,True
wahab.murthy161@example.com,5,True
aadi.warrior162@example.com,1,True
kashvi.rastogi163@example.com,2,True
azaan.issac164@example.com,3,True
ganga.das165@example.com,4,False
nisha.thakur166@example.com,3,False
eesha.kalla167@example.com,1,False
ekansh.comar168@example.com,5,True
shivansh.bains169@example.com,3,False
tejas.wason170@example.com,3,False
maya.sengupta171@example.com,4,False
falan.malhotra172@example.com,5,True
pahal.raju173@example.com,2,True
balveer.jani174@example.com,3,True
ayaan.kapoor175@example.com,3,True
kritika.pall176@example.com,3,True
lipika.bahri177@example.com,3,True
xiti.sami178@example.com,1,False
kashvi.kaur179@example.com,2,False
rachita.sengupta180@example.com,3,False
hritik.ben181@example.com,1,False
balvan.sheth182@example.com,4,True
balhaar.bala183@example.com,2,True
guneet.cherian184@example.com,4,False
parth.mani185@example.com,1,False
raksha.raju186@example.com,1,True
shivansh.kara187@example.com,3,True
vrinda.kapoor188@example.com,1,False
pavani.tak189@example.com,2,True
zarna.rege190@example.com,5,True
anjali.prasad191@example.com,2,False
advay.bath192@example.com,2,True
ojasvi.bumb193@example.com,3,False
nitara.misra194@example.com,3,False
onveer.ray195@example.com,5,True
logan.johal196@example.com,3,False
mitali.handa197@example.com,3,False
benjamin.konda198@example.com,4,True
bakhshi.lad199@example.com,3,True
jagat.vyas200@example.com,1,False
vedhika.singh201@example.com,2,True
dakshesh.deshmukh202@example.com,5,True
gaurika.borde203@example.com,3,True
balhaar.kohli204@example.com,2,True
jyoti.kapadia205@example.com,5,False
ronith.sen206@example.com,5,True
wahab.shroff207@example.com,2,True
kala.shenoy208@example.com,1,False
jalsa.chatterjee209@example.com,2,False
jasmit.roy210@example.com,2,False
aahana.misra211@example.com,5,False
priya.vala212@example.com,2,True
suhani.goswami213@example.com,2,True
faras.pal214@example.com,3,False
jonathan.balay215@example.com,1,False
chatura.nagar216@example.com,2,False
zarna.contractor217@example.com,5,True
damyanti.keer218@example.com,4,True
irya.walia219@example.com,5,False
patrick.subramaniam220@example.com,5,True
vrinda.vaidya221@example.com,5,True
elijah.handa222@example.com,2,False
benjamin.pandit223@example.com,3,False
balvan.kannan224@example.com,5,False
kevin.bhandari225@example.com,5,False
dhriti.nayar226@example.com,5,True
arunima.bajwa227@example.com,3,True
omaja.tella228@example.com,2,True
charita.gara229@example.com,5,True
upma.kumar230@example.com,5,True
ojasvi.aggarwal231@example.com,4,True
dalbir.ram232@example.com,5,False
raagini.mitra233@example.com,2,True
inaya.bumb234@example.com,4,True
pratyush.batra235@example.com,4,False
chasmum.sengupta236@example.com,1,True
janani.chatterjee237@example.com,5,True
pavani.lata238@example.com,4,False
omkaar.bawa239@example.com,5,False
deepa.palla240@example.com,5,True
tamanna.walia241@example.com,2,False
rachita.mangal242@example.com,3,False
urvi.bath243@example.com,2,True
charvi.mand244@example.com,4,False
omya.chaudhry245@example.com,2,True
caleb.loyal246@example.com,2,False
samesh.kala247@example.com,1,False
krish.bains248@example.com,3,False
ijaya.gala249@example.com,2,True
rishi.radhakrishnan250@example.com,2,False
pooja.natt251@example.com,1,True
vanya.ranganathan252@example.com,1,True
zinal.hayer253@example.com,3,True
om.salvi254@example.com,5,True
luke.chakrabarti255@example.com,3,False
chatresh.nigam256@example.com,5,False
vincent.chada257@example.com,4,True
ekiya.singhal258@example.com,4,True
timothy.sibal259@example.com,3,True
kashish.ghosh260@example.com,5,False
alexander.rastogi261@example.com,4,False
adweta.choudhry262@example.com,5,True
devika.chana263@example.com,2,False
harsh.shanker264@example.com,5,True
alka.date265@example.com,5,False
samesh.natt266@example.com,4,True
yashoda.nagi267@example.com,1,False
michael.keer268@example.com,2,False
jeremiah.batta269@example.com,4,False
yashoda.dugar270@example.com,5,True
william.rastogi271@example.com,5,False
yamini.grover272@example.com,1,True
barkha.kohli273@example.com,2,False
ekbal.pradhan274@example.com,1,True
upma.borah275@example.com,4,True
banjeet.kara276@example.com,1,False
deepa.dhillon277@example.com,5,True
sai.mall278@example.com,1,True
shivani.lata279@example.com,2,True
madhav.master280@example.com,5,True
jagvi.gole281@example.com,5,False
vihaan.subramanian282@example.com,3,False
vincent.comar283@example.com,1,True
suhani.vyas284@example.com,5,True
vritti.raja285@example.com,1,False
ekta.badami286@example.com,3,False
samar.sha287@example.com,5,True
varsha.ben288@example.com,2,False
jack.barman289@example.com,2,False
bimala.om290@example.com,1,False
yashawini.ben291@example.com,3,True
saumya.dar292@example.com,5,False
harsh.keer293@example.com,1,False
krishna.sur294@example.com,5,True
mohini.ratti295@example.com,1,True
hema.karan296@example.com,2,True
rachita.saha297@example.com,3,False
peter.raja298@example.com,3,False
devansh.kade299@example.com,3,True
rajeshri.gopal300@example.com,3,False
nikita.seth301@example.com,3,False
reyansh.narang302@example.com,3,False
advay.peri303@example.com,5,False
gauri.luthra304@example.com,3,True
pratyush.d’alia305@example.com,2,False
pooja.pillay306@example.com,5,True
kamya.sawhney307@example.com,1,True
indali.talwar308@example.com,3,True
oeshi.modi309@example.com,1,False
gautam.rastogi310@example.com,3,False
abhimanyu.subramaniam311@example.com,2,False
vamakshi.mand312@example.com,3,True
vamakshi.toor313@example.com,2,False
praneel.deshpande314@example.com,5,True
raksha.mahal315@example.com,3,False
mekhala.bala316@example.com,1,False
ekalinga.bir317@example.com,4,True
jacob.madan318@example.com,2,False
isha.suri319@example.com,2,False
jagat.muni320@example.com,4,False
ranveer.bakshi321@example.com,2,False
ridhi.bora322@example.com,2,True
jagdish.lalla323@example.com,5,False
hredhaan.dhar324@example.com,2,False
gaurika.aggarwal325@example.com,2,True
jagvi.nigam326@example.com,3,True
sneha.kunda327@example.com,3,True
zehaan.dutta328@example.com,1,False
girish.murty329@example.com,2,False
rajata.pau330@example.com,2,True
saksham.deol331@example.com,1,True
logan.keer332@example.com,5,False
harshil.chadha333@example.com,1,False
mugdha.tank334@example.com,2,True
vasana.bail335@example.com,5,False
chaitanya.pandey336@example.com,3,True
sneha.chada337@example.com,5,True
suhani.pai338@example.com,2,True
bhanumati.din339@example.com,3,False
joshua.bhat340@example.com,5,False
zayyan.narula341@example.com,2,True
chameli.warrior342@example.com,4,False
aarav.bose343@example.com,2,False
bhavya.kuruvilla344@example.com,3,True
ishani.sahota345@example.com,3,False
bhanumati.halder346@example.com,2,False
gauri.gupta347@example.com,1,True
lucky.nigam348@example.com,4,False
tanmayi.sandhu349@example.com,1,False
dayamai.arya350@example.com,2,True
keya.jha351@example.com,5,True
vincent.sundaram352@example.com,5,False
alexander.gola353@example.com,2,True
shaurya.verma354@example.com,2,True
vansha.sami355@example.com,4,False
siddharth.nair356@example.com,1,False
bhavna.mohanty357@example.com,2,True
bhavini.acharya358@example.com,3,False
harinakshi.das359@example.com,4,True
anvi.raju360@example.com,5,True
garima.mand361@example.com,1,True
sachi.kalla362@example.com,3,True
tanay.bhargava363@example.com,5,False
aadi.kunda364@example.com,1,False
jonathan.nadig365@example.com,3,True
jonathan.manne366@example.com,2,False
anmol.date367@example.com,3,True
yug.deo368@example.com,4,False
adya.anand369@example.com,3,True
vritti.krishnan370@example.com,4,True
gaurav.bava371@example.com,5,False
rajata.chakraborty372@example.com,4,True
nirja.bakshi373@example.com,3,True
orinder.chana374@example.com,1,True
anirudh.kanda375@example.com,2,False
ishita.prasad376@example.com,2,True
hemang.varty377@example.com,2,False
aarini.hayre378@example.com,2,True
eiravati.doctor379@example.com,3,True
charita.bhagat380@example.com,1,True
vrinda.sabharwal381@example.com,4,True
libni.rai382@example.com,5,False
meera.bhatnagar383@example.com,4,False
chakradhar.sheth384@example.com,4,False
hemani.bhatnagar385@example.com,3,True
nimrat.mutti386@example.com,3,False
osha.lalla387@example.com,2,True
amara.keer388@example.com,4,False
falak.hegde389@example.com,2,True
chakradev.sarma390@example.com,3,True
isaac.biswas391@example.com,1,True
nilima.luthra392@example.com,2,False
nidhi.dora393@example.com,1,True
qasim.shankar394@example.com,3,False
yamini.soman395@example.com,5,False
utkarsh.goel396@example.com,3,True
ekaraj.deo397@example.com,5,False
vyanjana.goyal398@example.com,3,False
kritika.dubey399@example.com,4,False
kashish.lata400@example.com,2,False
ayushman.majumdar401@example.com,5,False
jairaj.bhatti402@example.com,3,False
qushi.chhabra403@example.com,3,True
avi.sahni404@example.com,2,False
yuvraj.sabharwal405@example.com,1,False
om.anne406@example.com,5,False
warjas.ranganathan407@example.com,3,True
maya.contractor408@example.com,2,True
eesha.ben409@example.com,5,True
varsha.golla410@example.com,3,True
yashoda.kota411@example.com,3,True
advay.tank412@example.com,5,True
meghana.batra413@example.com,3,False
mahika.krish414@example.com,3,False
onveer.varty415@example.com,3,True
ganga.patla416@example.com,4,False
harrison.din417@example.com,3,True
yahvi.dyal418@example.com,1,False
manbir.chana419@example.com,2,False
vivaan.mitter420@example.com,5,True
max.more421@example.com,3,False
yahvi.raju422@example.com,2,False
keya.dave423@example.com,5,True
nidra.prakash424@example.com,2,False
meera.natarajan425@example.com,4,False
chanakya.sodhi426@example.com,2,True
falak.upadhyay427@example.com,3,False
arya.saini428@example.com,1,True
dalbir.viswanathan429@example.com,1,False
rudra.pandya430@example.com,3,True
vedhika.pant431@example.com,2,False
nidhi.krishna432@example.com,5,False
darika.malhotra433@example.com,5,True
kiaan.venkatesh434@example.com,3,True
avi.palan435@example.com,4,True
vaishnavi.deshpande436@example.com,2,True
jagdish.shan437@example.com,3,True
dakshesh.dhingra438@example.com,1,False
aadhya.thakur439@example.com,2,False
anvi.shukla440@example.com,4,False
hema.prashad441@example.com,4,False
chasmum.lanka442@example.com,1,True
samarth.sethi443@example.com,1,False
lakshmi.banik444@example.com,1,True
harini.prabhakar445@example.com,4,True
yamini.manne446@example.com,3,True
ansh.behl447@example.com,4,True
liam.gupta448@example.com,3,False
leela.mohan449@example.com,3,False
pahal.andra450@example.com,5,True
darsh.aggarwal451@example.com,2,True
siya.gaba452@example.com,3,False
shivansh.sathe453@example.com,2,True
daksha.sane454@example.com,2,False
upasna.minhas455@example.com,3,False
sanya.mutti456@example.com,5,True
rudra.deol457@example.com,3,False
osha.soni458@example.com,5,False
manthan.dasgupta459@example.com,4,False
dalaja.ahuja460@example.com,2,True
inaya.vora461@example.com,3,True
jagdish.radhakrishnan462@example.com,5,False
anya.kashyap463@example.com,2,False
anvi.bajaj464@example.com,3,True
vedika.trivedi465@example.com,5,False
harrison.mandal466@example.com,3,False
matthew.raman467@example.com,4,True
urvashi.kibe468@example.com,4,False
jhalak.sankaran469@example.com,2,False
gagan.babu470@example.com,5,False
qadim.banerjee471@example.com,5,False
jackson.narayanan472@example.com,3,False
aradhana.dhar473@example.com,1,True
qadim.bath474@example.com,2,False
chandani.hayer475@example.com,5,True
aadhya.gopal476@example.com,3,True
dipta.mander477@example.com,1,True
ekapad.radhakrishnan478@example.com,1,False
arunima.sankar479@example.com,3,False
yutika.sandhu480@example.com,2,True
ekapad.ramachandran481@example.com,4,False
abha.talwar482@example.com,4,False
warda.mohanty483@example.com,3,False
ikshita.bir484@example.com,4,False
fitan.palla485@example.com,2,False
mugdha.ramachandran486@example.com,3,False
arya.sunder487@example.com,4,False
abha.grover488@example.com,4,False
noah.agate489@example.com,5,False
kamya.gour490@example.com,2,False
vivaan.shanker491@example.com,4,True
vritti.de492@example.com,5,True
mohini.bal493@example.com,3,False
akshay.pandey494@example.com,4,False
amrita.anne495@example.com,5,True
aradhana.more496@example.com,5,True
sanya.ram497@example.com,5,True
hemang.goyal498@example.com,1,False
fariq.nayak499@example.com,3,False
